jid;LastName;FirstName;Gender;CourtType;President;Party 
3005;Kravitz;Mark;Male;U.S. District Court;George W. Bush;Republican
1318;Krekel;Arnold;Male;U.S. District Court;Abraham Lincoln;Republican
1319;Krentzman;Isaac;Male;U.S. District Court;Lyndon B. Johnson;Democratic
1320;Krenzler;Alvin;Male;U.S. District Court;Ronald Reagan;Republican
2914;Krieger;Marcia;Female;U.S. District Court;George W. Bush;Republican
3368;Kronstadt;John;Male;U.S. District Court;Barack Obama;Democratic
1321;Krupansky;Robert;Male;U.S. District Court;Richard M. Nixon;Republican
2977;Kugler;Robert;Male;U.S. District Court;George W. Bush;Republican
3388;Kuntz;William;Male;U.S. District Court;Barack Obama;Democratic
1322;Kunzel;Fred;Male;U.S. District Court;Dwight D. Eisenhower;Republican
3267;Kunzig;Robert;Male;Other;Richard M. Nixon;Republican
1323;Kyle;Richard;Male;U.S. District Court;George H.W. Bush;Republican
1339;La Plata;George;Male;U.S. District Court;Ronald Reagan;Republican
1324;LaBuy;Walter;Male;U.S. District Court;Franklin D. Roosevelt;Democratic
1325;Lacey;Frederick;Male;U.S. District Court;Richard M. Nixon;Republican
1326;Lacombe;Emile;Male;U.S. Circuit Court (1869-1911);Grover Cleveland;Democratic
1327;Laffitte;H�ctor;Male;U.S. District Court;Ronald Reagan;Republican
1328;Lagueux;Ronald;Male;U.S. District Court;Ronald Reagan;Republican
1329;Lake;Simeon;Male;U.S. District Court;Ronald Reagan;Republican
1330;Lamar;Joseph;Male;Supreme Court;William H. Taft;Republican
1331;Lamar;Lucius;Male;Supreme Court;Grover Cleveland;Democratic
1332;Lambdin;William;Male;U.S. District Court;Woodrow Wilson;Democratic
1333;Lamberth;Royce;Male;U.S. District Court;Ronald Reagan;Republican
1334;Lambros;Thomas;Male;U.S. District Court;Lyndon B. Johnson;Democratic
1335;Lancaster;Gary;Male;U.S. District Court;William J. Clinton;Democratic
2911;Land;Clay;Male;U.S. District Court;George W. Bush;Republican
3206;Landis;Frederick;Male;Other;Lyndon B. Johnson;Democratic
1337;Landis;Kenesaw;Male;U.S. District Court;Theodore Roosevelt;Republican
1338;Lane;Arthur;Male;U.S. District Court;Dwight D. Eisenhower;Republican
3313;Lane;Donald;Male;Other;Richard M. Nixon;Republican
1340;Lane;George;Male;U.S. District Court;Abraham Lincoln;Republican
3222;Lange;Roberto;Male;U.S. District Court;Barack Obama;Democratic
1341;Langley;Orville;Male;U.S. District Court;Lyndon B. Johnson;Democratic
1342;Lanning;William;Male;U.S. District Court;Theodore Roosevelt;Republican
5197986;Lanza;Dominic;Male;U.S. District Court;Donald J. Trump;Republican
3167;Laplante;Joseph;Male;U.S. District Court;George W. Bush;Republican
1343;Laramore;Don;Male;Other;Dwight D. Eisenhower;Republican
1344;Larimer;David;Male;U.S. District Court;Ronald Reagan;Republican
1345;Larkins;John;Male;U.S. District Court;John F. Kennedy;Democratic
3984221;Larsen;Joan;Female;U.S. Court of Appeals;Donald J. Trump;Republican
1346;Larson;Earl;Male;U.S. District Court;John F. Kennedy;Democratic
3105;Larson;Stephen;Male;U.S. District Court;George W. Bush;Republican
1347;Lasker;Morris;Male;U.S. District Court;Lyndon B. Johnson;Democratic
2797;Lasnik;Robert;Male;U.S. District Court;William J. Clinton;Democratic
1348;Latchum;James;Male;U.S. District Court;Lyndon B. Johnson;Democratic
3544;Lauck;M[ary];Female;U.S. District Court;Barack Obama;Democratic
1349;Laughrey;Nanette;Female;U.S. District Court;William J. Clinton;Democratic
1350;Laurance;John;Male;U.S. District Court;George Washington;
1351;Law;Richard;Male;U.S. District Court;George Washington;
1352;Lawrence;Alexander;Male;U.S. District Court;Lyndon B. Johnson;Democratic
3309;Lawrence;Charles;Male;Other;Franklin D. Roosevelt;Democratic
1353;Lawrence;Philip;Male;U.S. District Court;Martin Van Buren;Democratic
3181;Lawrence;William;Male;U.S. District Court;George W. Bush;Republican
1354;Laws;Bolitha;Male;U.S. District Court;Franklin D. Roosevelt;Democratic
2865;Lawson;David;Male;U.S. District Court;William J. Clinton;Democratic
1355;Lawson;Hugh;Male;U.S. District Court;William J. Clinton;Democratic
1356;Lay;Donald;Male;U.S. Court of Appeals;Lyndon B. Johnson;Democratic
1357;Layton;Caleb;Male;U.S. District Court;Dwight D. Eisenhower;Republican
2738;Lazzara;Richard;Male;U.S. District Court;William J. Clinton;Democratic
2694;Leahy;Edward;Male;U.S. District Court;Harry S Truman;Democratic
1358;Leahy;Paul;Male;U.S. District Court;Franklin D. Roosevelt;Democratic
1359;Leamy;James;Male;U.S. District Court;Franklin D. Roosevelt;Democratic
1360;Leavitt;Humphrey;Male;U.S. District Court;Andrew Jackson;Democratic
1361;Leavy;Charles;Male;U.S. District Court;Franklin D. Roosevelt;Democratic
1362;Leavy;Edward;Male;U.S. District Court;Ronald Reagan;Republican
1363;Lechner;Alfred;Male;U.S. District Court;Ronald Reagan;Republican
1364;Leddy;Bernard;Male;U.S. District Court;Lyndon B. Johnson;Democratic
1365;Lederle;Arthur;Male;U.S. District Court;Franklin D. Roosevelt;Democratic
1366;Lee;Donald;Male;U.S. District Court;George H.W. Bush;Republican
1367;Lee;Elmo;Male;U.S. Court of Appeals;Franklin D. Roosevelt;Democratic
2809;Lee;Gerald;Male;U.S. District Court;William J. Clinton;Democratic
3428;Lee;John;Male;U.S. District Court;Barack Obama;Democratic
6453086;Lee;Kenneth;Male;U.S. Court of Appeals;Donald J. Trump;Republican
1368;Lee;Thomas;Male;U.S. District Court;James Monroe;Jeffersonian Republican
1369;Lee;Tom;Male;U.S. District Court;Ronald Reagan;Republican
1370;Lee;William;Male;U.S. District Court;Ronald Reagan;Republican
3574;Leeson;Joseph;Male;U.S. District Court;Barack Obama;Democratic
2882;Lefkow;Joan;Female;U.S. District Court;William J. Clinton;Democratic
159;Legg;Benson;Male;U.S. District Court;George H.W. Bush;Republican
1371;Legge;Charles;Male;U.S. District Court;Ronald Reagan;Republican
1372;Leibell;Vincent;Male;U.S. District Court;Franklin D. Roosevelt;Democratic
1373;Leighton;George;Male;U.S. District Court;Gerald Ford;Republican
2965;Leighton;Ronald;Male;U.S. District Court;George W. Bush;Republican
1374;Leinenweber;Harry;Male;U.S. District Court;Ronald Reagan;Republican
1375;Leisure;Peter;Male;U.S. District Court;Ronald Reagan;Republican
3512;Leitman;Matthew;Male;U.S. District Court;Barack Obama;Democratic
2763;Lemelle;Ivan;Male;U.S. District Court;William J. Clinton;Democratic
1376;Lemley;Harry;Male;U.S. District Court;Franklin D. Roosevelt;Democratic
1377;Lemmon;Dal;Male;U.S. District Court;Harry S Truman;Democratic
1378;Lemmon;Mary Ann;Female;U.S. District Court;William J. Clinton;Democratic
1379;Lenard;Joan;Female;U.S. District Court;William J. Clinton;Democratic
3312;Lenroot;Irvine;Male;Other;Herbert Hoover;Republican
2921;Leon;Richard;Male;U.S. District Court;George W. Bush;Republican
1380;Leonard;Timothy;Male;U.S. District Court;George H.W. Bush;Republican
1381;Letts;Fred;Male;U.S. District Court;Herbert Hoover;Republican
1382;Letts;Ira;Male;U.S. District Court;Calvin Coolidge;Republican
1383;Letts;J[ohn];Male;U.S. District Court;Ronald Reagan;Republican
1384;Leval;Pierre;Male;U.S. District Court;Jimmy Carter;Democratic
1385;Leventhal;Harold;Male;U.S. Court of Appeals;Lyndon B. Johnson;Democratic
1386;Levet;Richard;Male;U.S. District Court;Dwight D. Eisenhower;Republican
1387;Levi;David;Male;U.S. District Court;George H.W. Bush;Republican
1388;Levin;Gerald;Male;U.S. District Court;Richard M. Nixon;Republican
1389;Levin;Theodore;Male;U.S. District Court;Harry S Truman;Democratic
3526;Levy;Jon;Male;U.S. District Court;Barack Obama;Democratic
3513;Levy;Judith;Female;U.S. District Court;Barack Obama;Democratic
1390;Lew;Ronald;Male;U.S. District Court;Ronald Reagan;Republican
1391;Lewis;David;Male;U.S. Court of Appeals;Dwight D. Eisenhower;Republican
3435;Lewis;Mary;Female;U.S. District Court;Barack Obama;Democratic
1392;Lewis;Oren;Male;U.S. District Court;Dwight D. Eisenhower;Republican
1393;Lewis;Robert;Male;U.S. District Court;Theodore Roosevelt;Republican
1394;Lewis;Timothy;Male;U.S. District Court;George H.W. Bush;Republican
1395;Lewis;William;Male;U.S. District Court;George Washington;
1396;Lieb;Joseph;Male;U.S. District Court;Dwight D. Eisenhower;Republican
1397;Lifland;John;Male;U.S. District Court;Ronald Reagan;Republican
1398;Limbaugh;Stephen;Male;U.S. District Court;Ronald Reagan;Republican
3177;Limbaugh;Stephen;Male;U.S. District Court;George W. Bush;Republican
2978;Linares;Jose;Male;U.S. District Court;George W. Bush;Republican
1399;Lindberg;George;Male;U.S. District Court;George H.W. Bush;Republican
1400;Lindberg;William;Male;U.S. District Court;Harry S Truman;Democratic
1401;Lindley;Walter;Male;U.S. District Court;Warren G. Harding;Republican
1402;Lindsay;Reginald;Male;U.S. District Court;William J. Clinton;Democratic
2756;Lindsay;Sam;Male;U.S. District Court;William J. Clinton;Democratic
1403;Ling;David;Male;U.S. District Court;Franklin D. Roosevelt;Democratic
2853;Linn;Richard;Male;U.S. Court of Appeals;William J. Clinton;Democratic
3140;Lioi;Sara;Female;U.S. District Court;George W. Bush;Republican
2764;Lipez;Kermit;Male;U.S. Court of Appeals;William J. Clinton;Democratic
3523;Lipman;Sheryl;Female;U.S. District Court;Barack Obama;Democratic
1404;Lisi;Mary;Female;U.S. District Court;William J. Clinton;Democratic
1405;Little;F.;Male;U.S. District Court;Ronald Reagan;Republican
3266;Littleton;Benjamin;Male;Other;Herbert Hoover;Republican
1406;Livaudais;Marcel;Male;U.S. District Court;Ronald Reagan;Republican
1407;Lively;Pierce;Male;U.S. Court of Appeals;Richard M. Nixon;Republican
3147;Livingston;Debra;Female;U.S. Court of Appeals;George W. Bush;Republican
1408;Livingston;Henry;Male;Supreme Court;Thomas Jefferson;Jeffersonian Republican
1409;Lochren;William;Male;U.S. District Court;Grover Cleveland;Democratic
1410;Locke;James;Male;U.S. District Court;Ulysses Grant;Republican
1411;Lodge;Edward;Male;U.S. District Court;George H.W. Bush;Republican
1412;Logan;James;Male;U.S. Court of Appeals;Jimmy Carter;Democratic
3534;Logan;Steven;Male;U.S. District Court;Barack Obama;Democratic
3345;Lohier;Raymond;Male;U.S. Court of Appeals;Barack Obama;Democratic
1413;Loken;James;Male;U.S. Court of Appeals;George H.W. Bush;Republican
1414;Long;Augustus;Male;U.S. District Court;Franklin D. Roosevelt;Democratic
1415;Longobardi;Joseph;Male;U.S. District Court;Ronald Reagan;Republican
1416;Longstaff;Ronald;Male;U.S. District Court;George H.W. Bush;Republican
1417;Longyear;John;Male;U.S. District Court;Ulysses Grant;Republican
1418;Lord;John;Male;U.S. District Court;Dwight D. Eisenhower;Republican
1419;Lord;Joseph;Male;U.S. District Court;John F. Kennedy;Democratic
1420;Lord;Miles;Male;U.S. District Court;Lyndon B. Johnson;Democratic
2835;Lorenz;M.;Male;U.S. District Court;William J. Clinton;Democratic
3262;Loring;Edward;Male;Other;James Buchanan;Democratic
1421;Louderback;Harold;Male;U.S. District Court;Calvin Coolidge;Republican
1422;Loughlin;Martin;Male;U.S. District Court;Jimmy Carter;Democratic
1423;Lourie;Alan;Male;U.S. Court of Appeals;George H.W. Bush;Republican
1424;Love;James;Male;U.S. District Court;Franklin Pierce;Democratic
1425;Lovell;Charles;Male;U.S. District Court;Ronald Reagan;Republican
1426;Lovett;Archibald;Male;U.S. District Court;Franklin D. Roosevelt;Democratic
1427;Lowe;Mary;Female;U.S. District Court;Jimmy Carter;Democratic
1428;Lowell;Francis;Male;U.S. District Court;William McKinley;Republican
1429;Lowell;James;Male;U.S. District Court;Warren G. Harding;Republican
1431;Lowell;John;Male;U.S. District Court;George Washington;
1430;Lowell;John;Male;U.S. District Court;Abraham Lincoln;Republican
1432;Lozano;Rodolfo;Male;U.S. District Court;Ronald Reagan;Republican
1433;Lucas;Malcolm;Male;U.S. District Court;Richard M. Nixon;Republican
1434;Lucero;Carlos;Male;U.S. Court of Appeals;William J. Clinton;Democratic
3119;Ludington;Thomas;Male;U.S. District Court;George W. Bush;Republican
1435;Ludwig;Edmund;Male;U.S. District Court;Ronald Reagan;Republican
1436;Luhring;Oscar;Male;U.S. District Court;Herbert Hoover;Republican
1437;Lumbard;Joseph;Male;U.S. Court of Appeals;Dwight D. Eisenhower;Republican
1438;Lumpkin;Alva;Male;U.S. District Court;Franklin D. Roosevelt;Democratic
1439;Lungstrum;John;Male;U.S. District Court;George H.W. Bush;Republican
1440;Luongo;Alfred;Male;U.S. District Court;John F. Kennedy;Democratic
1441;Lurton;Horace;Male;U.S. Circuit Court (1869-1911);Grover Cleveland;Democratic
1442;Luse;Claude;Male;U.S. District Court;Warren G. Harding;Republican
1443;Luttig;J.;Male;U.S. Court of Appeals;George H.W. Bush;Republican
1444;Lydick;Lawrence;Male;U.S. District Court;Richard M. Nixon;Republican
1445;Lynch;Charles;Male;U.S. District Court;Woodrow Wilson;Democratic
1446;Lynch;Eugene;Male;U.S. District Court;Ronald Reagan;Republican
2866;Lynch;Gerard;Male;U.S. District Court;William J. Clinton;Democratic
1447;Lynch;Sandra;Female;U.S. Court of Appeals;William J. Clinton;Democratic
1448;Lynch;William;Male;U.S. District Court;Lyndon B. Johnson;Democratic
2849;Lynn;Barbara;Female;U.S. District Court;William J. Clinton;Democratic
1449;Lynne;Seybourn;Male;U.S. District Court;Harry S Truman;Democratic
1450;MacArthur;Arthur;Male;U.S. District Court;Ulysses Grant;Republican
1451;MacBride;Thomas;Male;U.S. District Court;John F. Kennedy;Democratic
1452;Machrowicz;Thaddeus;Male;U.S. District Court;John F. Kennedy;Democratic
1453;Mack;Julian;Male;U.S. Circuit Court (1869-1911);William H. Taft;Republican
1454;MacKenzie;John;Male;U.S. District Court;Lyndon B. Johnson;Democratic
1455;MacKinnon;George;Male;U.S. Court of Appeals;Richard M. Nixon;Republican
1456;MacLaughlin;Harry;Male;U.S. District Court;Jimmy Carter;Democratic
1457;MacMahon;Lloyd;Male;U.S. District Court;Dwight D. Eisenhower;Republican
3248;Madden;Joseph;Male;Other;Franklin D. Roosevelt;Democratic
1458;Madden;Thomas;Male;U.S. District Court;Harry S Truman;Democratic
1459;Magill;Charles;Male;U.S. Circuit Court (1801-1802);John Adams;Federalist
1460;Magill;Frank;Male;U.S. Court of Appeals;Ronald Reagan;Republican
3278;Magnus-Stinson;Jane;Female;U.S. District Court;Barack Obama;Democratic
1461;Magnuson;Paul;Male;U.S. District Court;Ronald Reagan;Republican
1462;Magrath;Andrew;Male;U.S. District Court;Franklin Pierce;Democratic
1463;Magruder;Calvert;Male;U.S. Court of Appeals;Franklin D. Roosevelt;Democratic
2915;Mahan;James;Male;U.S. District Court;George W. Bush;Republican
1464;Mahon;Eldon;Male;U.S. District Court;Richard M. Nixon;Republican
1465;Mahoney;John;Male;U.S. District Court;Franklin D. Roosevelt;Democratic
1466;Mahoney;John;Male;U.S. Court of Appeals;Ronald Reagan;Republican
1467;Major;James;Male;U.S. District Court;Franklin D. Roosevelt;Democratic
3207;Maletz;Herbert;Male;Other;Lyndon B. Johnson;Democratic
3153;Maloney;Paul;Male;U.S. District Court;George W. Bush;Republican
1468;Maloney;Robert;Male;U.S. District Court;Ronald Reagan;Republican
1469;Mandelbaum;Samuel;Male;U.S. District Court;Franklin D. Roosevelt;Democratic
2798;Manella;Nora;Female;U.S. District Court;William J. Clinton;Democratic
1470;Manion;Daniel;Male;U.S. Court of Appeals;Ronald Reagan;Republican
1471;Manning;Blanche;Female;U.S. District Court;William J. Clinton;Democratic
3456;Mannion;Malachy;Male;U.S. District Court;Barack Obama;Democratic
1472;Manos;John;Male;U.S. District Court;Gerald Ford;Republican
1473;Mansfield;Walter;Male;U.S. District Court;Lyndon B. Johnson;Democratic
1474;Mansmann;Carol;Female;U.S. District Court;Ronald Reagan;Republican
1475;Manton;Martin;Male;U.S. District Court;Woodrow Wilson;Democratic
2739;Marbley;Algenon;Male;U.S. District Court;William J. Clinton;Democratic
1476;Marchant;Henry;Male;U.S. District Court;George Washington;
1477;Marcus;Stanley;Male;U.S. District Court;Ronald Reagan;Republican
3397;Mariani;Robert;Male;U.S. District Court;Barack Obama;Democratic
1478;Maris;Albert;Male;U.S. District Court;Franklin D. Roosevelt;Democratic
1479;Markey;Howard;Male;Other;Richard M. Nixon;Republican
5018796;Marks;Emily;Female;U.S. District Court;Donald J. Trump;Republican
1480;Marovich;George;Male;U.S. District Court;Ronald Reagan;Republican
1481;Marovitz;Abraham;Male;U.S. District Court;John F. Kennedy;Democratic
1482;Marquez;Alfredo;Male;U.S. District Court;Jimmy Carter;Democratic
3537;M�rquez;Rosemary;Female;U.S. District Court;Barack Obama;Democratic
2955;Marra;Kenneth;Male;U.S. District Court;George W. Bush;Republican
2836;Marrero;Victor;Male;U.S. District Court;William J. Clinton;Democratic
1483;Marsh;Malcolm;Male;U.S. District Court;Ronald Reagan;Republican
1484;Marsh;Rabe;Male;U.S. District Court;Harry S Truman;Democratic
1485;Marshall;Consuelo;Female;U.S. District Court;Jimmy Carter;Democratic
3256;Marshall;Denzil;Male;U.S. District Court;Barack Obama;Democratic
2814;Marshall;James;Male;U.S. Circuit Court (other);John Adams;Federalist
1486;Marshall;John;Male;Supreme Court;John Adams;Federalist
1487;Marshall;John;Male;U.S. District Court;Grover Cleveland;Democratic
1488;Marshall;Prentice;Male;U.S. District Court;Richard M. Nixon;Republican
1489;Marshall;Thurgood;Male;U.S. Court of Appeals;John F. Kennedy;Democratic
1490;Marten;John;Male;U.S. District Court;William J. Clinton;Democratic
2876;Martin;Beverly;Female;U.S. District Court;William J. Clinton;Democratic
1491;Martin;Boyce;Male;U.S. Court of Appeals;Jimmy Carter;Democratic
1492;Martin;George;Male;Other;William H. Taft;Republican
3305;Martin;Isaac;Male;Other;Dwight D. Eisenhower;Republican
1493;Martin;James;Male;U.S. District Court;Theodore Roosevelt;Republican
1494;Martin;James;Male;U.S. District Court;John F. Kennedy;Democratic
1495;Martin;John;Male;U.S. District Court;Franklin D. Roosevelt;Democratic
1496;Martin;John;Male;U.S. District Court;George H.W. Bush;Republican
1497;Martineau;John;Male;U.S. District Court;Calvin Coolidge;Republican
2956;Martinez;Jose;Male;U.S. District Court;George W. Bush;Republican
2917;Martinez;Philip;Male;U.S. District Court;George W. Bush;Republican
3060;Martinez;Ricardo;Male;U.S. District Court;George W. Bush;Republican
3348;Martinez;William;Male;U.S. District Court;Barack Obama;Democratic
2964;Martini;William;Male;U.S. District Court;George W. Bush;Republican
3608;Martinotti;Brian;Male;U.S. District Court;Barack Obama;Democratic
2912;Martone;Frederick;Male;U.S. District Court;George W. Bush;Republican
1498;Marvin;William;Male;U.S. District Court;James K. Polk;Democratic
1499;Mason;John;Male;U.S. District Court;Martin Van Buren;Democratic
1500;Masterson;Thomas;Male;U.S. District Court;Lyndon B. Johnson;Democratic
3541;Mastroianni;Mark;Male;U.S. District Court;Barack Obama;Democratic
6130381;Matey;Paul;Male;U.S. Court of Appeals;Donald J. Trump;Republican
1501;Mathes;William;Male;U.S. District Court;Harry S Truman;Democratic
3351;Matheson;Scott;Male;U.S. Court of Appeals;Barack Obama;Democratic
1502;Mathews;Clifton;Male;U.S. Court of Appeals;Franklin D. Roosevelt;Democratic
1503;Matia;Paul;Male;U.S. District Court;George H.W. Bush;Republican
1504;Matsch;Richard;Male;U.S. District Court;Richard M. Nixon;Republican
3184;Matsumoto;Kiyo;Female;U.S. District Court;George W. Bush;Republican
1505;Matthes;Marion;Male;U.S. Court of Appeals;Dwight D. Eisenhower;Republican
1506;Matthews;Burnita;Female;U.S. District Court;Harry S Truman;Democratic
1507;Matthews;Stanley;Male;Supreme Court;James A. Garfield;Republican
3092;Mattice;Harry;Male;U.S. District Court;George W. Bush;Republican
2775;Matz;A.;Male;U.S. District Court;William J. Clinton;Democratic
3162;Mauskopf;Roslynn;Female;U.S. District Court;George W. Bush;Republican
1508;Maxey;Thomas;Male;U.S. District Court;Grover Cleveland;Democratic
1509;Maxwell;Robert;Male;U.S. District Court;Lyndon B. Johnson;Democratic
3562;May;Leigh;Female;U.S. District Court;Barack Obama;Democratic
1510;Mayer;Haldane;Male;U.S. Court of Appeals;Ronald Reagan;Republican
1511;Mayer;Julius;Male;U.S. District Court;William H. Taft;Republican
2934;Mays;Samuel;Male;U.S. District Court;George W. Bush;Republican
6594536;Maze;Corey;Male;U.S. District Court;Donald J. Trump;Republican
3584;Mazzant;Amos;Male;U.S. District Court;Barack Obama;Democratic
1512;Mazzone;A.;Male;U.S. District Court;Jimmy Carter;Democratic
1513;McAllister;Matthew;Male;U.S. Circuit Court (other);Franklin Pierce;Democratic
1514;McAllister;Thomas;Male;U.S. Court of Appeals;Franklin D. Roosevelt;Democratic
1516;McAuliffe;Steven;Male;U.S. District Court;George H.W. Bush;Republican
1517;McAvoy;Thomas;Male;U.S. District Court;Ronald Reagan;Republican
1518;McBryde;John;Male;U.S. District Court;George H.W. Bush;Republican
3499;McCafferty;Landya;Female;U.S. District Court;Barack Obama;Democratic
1519;McCaleb;Theodore;Male;U.S. District Court;John Tyler;Whig
1520;McCall;John;Male;U.S. District Court;Theodore Roosevelt;Republican
1521;McCalla;Jon;Male;U.S. District Court;George H.W. Bush;Republican
1522;McCamant;Wallace;Male;U.S. Court of Appeals;Calvin Coolidge;Republican
1523;McCandless;Wilson;Male;U.S. District Court;James Buchanan;Democratic
1524;McCarthy;James;Male;U.S. District Court;Calvin Coolidge;Republican
1525;McCarthy;William;Male;U.S. District Court;Harry S Truman;Democratic
1526;McCay;Henry;Male;U.S. District Court;Chester A. Arthur;Republican
3323;McClelland;Charles;Male;Other;None (reassignment);None (reassignment)
1527;McClintic;George;Male;U.S. District Court;Warren G. Harding;Republican
1528;McClung;William;Male;U.S. Circuit Court (1801-1802);John Adams;Federalist
1529;McClure;James;Male;U.S. District Court;George H.W. Bush;Republican
1530;McColloch;Claude;Male;U.S. District Court;Franklin D. Roosevelt;Democratic
1531;McComas;Louis;Male;U.S. District Court;Benjamin Harrison;Republican
3371;McConnell;John;Male;U.S. District Court;Barack Obama;Democratic
2980;McConnell;Michael;Male;U.S. Court of Appeals;George W. Bush;Republican
1532;McCord;Leon;Male;U.S. Court of Appeals;Franklin D. Roosevelt;Democratic
1533;McCormick;Andrew;Male;U.S. District Court;Rutherford B. Hayes;Republican
1534;McCormick;Paul;Male;U.S. District Court;Calvin Coolidge;Republican
1535;McCoy;Walter;Male;U.S. District Court;Woodrow Wilson;Democratic
1536;McCrary;George;Male;U.S. Circuit Court (1869-1911);Rutherford B. Hayes;Republican
1537;McCree;Wade;Male;U.S. District Court;John F. Kennedy;Democratic
1538;McCune;Barron;Male;U.S. District Court;Richard M. Nixon;Republican
1539;McCurn;Neal;Male;U.S. District Court;Jimmy Carter;Democratic
2765;McCuskey;Michael;Male;U.S. District Court;William J. Clinton;Democratic
1540;McDade;Joe;Male;U.S. District Court;George H.W. Bush;Republican
1541;McDermott;George;Male;U.S. District Court;Calvin Coolidge;Republican
1542;McDonald;Alan;Male;U.S. District Court;Ronald Reagan;Republican
1543;McDonald;David;Male;U.S. District Court;Abraham Lincoln;Republican
1544;McDonald;Gabrielle;Female;U.S. District Court;Jimmy Carter;Democratic
3598;McDonough;Travis;Male;U.S. District Court;Barack Obama;Democratic
1545;McDowell;Henry;Male;U.S. District Court;Theodore Roosevelt;Republican
1546;McDuffie;John;Male;U.S. District Court;Franklin D. Roosevelt;Democratic
1547;McEntee;Edward;Male;U.S. Court of Appeals;Lyndon B. Johnson;Democratic
1548;McFadden;Frank;Male;U.S. District Court;Richard M. Nixon;Republican
3975196;McFadden;Trevor;Male;U.S. District Court;Donald J. Trump;Republican
1549;McGarr;Frank;Male;U.S. District Court;Richard M. Nixon;Republican
1550;McGarraghy;Joseph;Male;U.S. District Court;Dwight D. Eisenhower;Republican
1551;McGee;John;Male;U.S. District Court;Warren G. Harding;Republican
1552;McGlynn;Joseph;Male;U.S. District Court;Richard M. Nixon;Republican
1553;McGohey;John;Male;U.S. District Court;Harry S Truman;Democratic
1554;McGovern;Walter;Male;U.S. District Court;Richard M. Nixon;Republican
1555;McGowan;Carl;Male;U.S. Court of Appeals;John F. Kennedy;Democratic
1556;McGranery;James;Male;U.S. District Court;Harry S Truman;Democratic
1557;McGuire;Matthew;Male;U.S. District Court;Franklin D. Roosevelt;Democratic
3511;McHugh;Carolyn;Female;U.S. Court of Appeals;Barack Obama;Democratic
3518;McHugh;Gerald;Male;U.S. District Court;Barack Obama;Democratic
1558;McHugh;William;Male;U.S. District Court;Grover Cleveland;Democratic
1559;McIlvaine;John;Male;U.S. District Court;Dwight D. Eisenhower;Republican
1560;McIntosh;McQueen;Male;U.S. District Court;Franklin Pierce;Democratic
1561;McKay;Monroe;Male;U.S. Court of Appeals;Jimmy Carter;Democratic
1562;McKeague;David;Male;U.S. District Court;George H.W. Bush;Republican
1563;McKee;Theodore;Male;U.S. Court of Appeals;William J. Clinton;Democratic
1564;McKeehan;Charles;Male;U.S. District Court;Warren G. Harding;Republican
1565;McKelvie;Roderick;Male;U.S. District Court;George H.W. Bush;Republican
1566;McKenna;Joseph;Male;U.S. Circuit Court (1869-1911);Benjamin Harrison;Republican
1567;McKenna;Lawrence;Male;U.S. District Court;George H.W. Bush;Republican
1568;McKennan;William;Male;U.S. Circuit Court (1869-1911);Ulysses Grant;Republican
2761;McKeown;M.;Female;U.S. Court of Appeals;William J. Clinton;Democratic
1569;McKibben;Howard;Male;U.S. District Court;Ronald Reagan;Republican
1570;McKinley;John;Male;Supreme Court;Martin Van Buren;Democratic
1571;McKinley;Joseph;Male;U.S. District Court;William J. Clinton;Democratic
1572;McKinney;John;Male;U.S. District Court;Ulysses Grant;Republican
1573;McKinney;Larry;Male;U.S. District Court;Ronald Reagan;Republican
3022;McKnight;H[arold];Male;U.S. District Court;George W. Bush;Republican
1574;McLaren;Richard;Male;U.S. District Court;Richard M. Nixon;Republican
1575;McLaughlin;Charles;Male;U.S. District Court;Harry S Truman;Democratic
1576;McLaughlin;Gerald;Male;U.S. Court of Appeals;Franklin D. Roosevelt;Democratic
1577;McLaughlin;Joseph;Male;U.S. District Court;Ronald Reagan;Republican
1578;McLaughlin;Linda;Female;U.S. District Court;George H.W. Bush;Republican
2867;McLaughlin;Mary;Female;U.S. District Court;William J. Clinton;Democratic
1579;McLaughlin;Sean;Male;U.S. District Court;William J. Clinton;Democratic
1580;McLean;Edward;Male;U.S. District Court;John F. Kennedy;Democratic
1581;McLean;John;Male;Supreme Court;Andrew Jackson;Democratic
1582;McLellan;Hugh;Male;U.S. District Court;Herbert Hoover;Republican
2799;McMahon;Colleen;Female;U.S. District Court;William J. Clinton;Democratic
1583;McManus;Edward;Male;U.S. District Court;John F. Kennedy;Democratic
1584;McMillan;James;Male;U.S. District Court;Lyndon B. Johnson;Democratic
1585;McMillan;Robert;Male;U.S. District Court;Herbert Hoover;Republican
1586;McMillen;Thomas;Male;U.S. District Court;Richard M. Nixon;Republican
1587;McMillian;Theodore;Male;U.S. Court of Appeals;Jimmy Carter;Democratic
1588;McNagny;Phil;Male;U.S. District Court;Gerald Ford;Republican
1589;McNairy;John;Male;U.S. District Court;George Washington;
1590;McNamara;A.;Male;U.S. District Court;Ronald Reagan;Republican
1591;McNamee;Charles;Male;U.S. District Court;Harry S Truman;Democratic
1592;McNamee;Stephen;Male;U.S. District Court;George H.W. Bush;Republican
1593;McNary;John;Male;U.S. District Court;Calvin Coolidge;Republican
1594;McNaught;John;Male;U.S. District Court;Jimmy Carter;Democratic
1595;McNichols;Raymond;Male;U.S. District Court;Lyndon B. Johnson;Democratic
1596;McNichols;Robert;Male;U.S. District Court;Jimmy Carter;Democratic
